latin_species,order,family,family_english,english,subspecies
Anser cygnoides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Swan Goose,rubrirostris
Anser fabalis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Taiga Bean Goose,rubrirostris
Anser fabalis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Taiga Bean Goose,fabalis
Anser fabalis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Taiga Bean Goose,johanseni
Anser fabalis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Taiga Bean Goose,middendorffii
Anser brachyrhynchus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pink-footed Goose,middendorffii
Anser serrirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Bean Goose,middendorffii
Anser serrirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Bean Goose,rossicus
Anser serrirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Bean Goose,serrirostris
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,serrirostris
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,flavirostris
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,albifrons
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,elgasi
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,gambelli
Anser albifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater White-fronted Goose,sponsa
Anser erythropus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Lesser White-fronted Goose,sponsa
Coscoroba erythropus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Lesser White-fronted Goose,sponsa
Coscoroba coscoroba,Anseriformes,Anatidae,"Ducks, Geese, Swans",Coscoroba Swan,sponsa
Cygnus coscoroba,Anseriformes,Anatidae,"Ducks, Geese, Swans",Coscoroba Swan,sponsa
Cygnus atratus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Black Swan,sponsa
Cygnus melancoryphus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Black-necked Swan,sponsa
Cygnus olor,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mute Swan,sponsa
Cygnus buccinator,Anseriformes,Anatidae,"Ducks, Geese, Swans",Trumpeter Swan,sponsa
Cygnus columbianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Swan,sponsa
Cygnus columbianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Swan,columbianus
Cygnus columbianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tundra Swan,bewickii
Cygnus cygnus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Whooper Swan,bewickii
Stictonetta cygnus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Whooper Swan,bewickii
Stictonetta naevosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Freckled Duck,bewickii
Hymenolaimus naevosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Freckled Duck,bewickii
Hymenolaimus malacorhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue Duck,bewickii
Hymenolaimus malacorhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue Duck,hymenolaimus
Hymenolaimus malacorhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue Duck,malacorhynchos
Tachyeres malacorhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue Duck,malacorhynchos
Tachyeres patachonicus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Flying Steamer Duck,malacorhynchos
Tachyeres pteneres,Anseriformes,Anatidae,"Ducks, Geese, Swans",Fuegian Steamer Duck,malacorhynchos
Tachyeres brachypterus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Falkland Steamer Duck,malacorhynchos
Tachyeres leucocephalus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Chubut Steamer Duck,malacorhynchos
Merganetta leucocephalus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Chubut Steamer Duck,malacorhynchos
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,malacorhynchos
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,colombiana
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,leucogenis
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,turneri
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,garleppi
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,berlepschi
Merganetta armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,armata
Plectropterus armata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Torrent Duck,armata
Plectropterus gambensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spur-winged Goose,armata
Plectropterus gambensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spur-winged Goose,gambensis
Plectropterus gambensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spur-winged Goose,niger
Sarkidiornis gambensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spur-winged Goose,niger
Sarkidiornis sylvicola,Anseriformes,Anatidae,"Ducks, Geese, Swans",Comb Duck,niger
Sarkidiornis melanotos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Knob-billed Duck,niger
Cyanochen melanotos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Knob-billed Duck,niger
Cyanochen cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue-winged Goose,niger
Alopochen cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue-winged Goose,niger
Alopochen aegyptiaca,Anseriformes,Anatidae,"Ducks, Geese, Swans",Egyptian Goose,niger
Alopochen mauritiana ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mauritius Sheldgoose,niger
Alopochen kervazoi ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Reunion Sheldgoose,niger
Neochen kervazoi ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Reunion Sheldgoose,niger
Neochen jubata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Orinoco Goose,niger
Chloephaga jubata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Orinoco Goose,niger
Chloephaga melanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Andean Goose,niger
Chloephaga picta,Anseriformes,Anatidae,"Ducks, Geese, Swans",Upland Goose,niger
Chloephaga picta,Anseriformes,Anatidae,"Ducks, Geese, Swans",Upland Goose,picta
Chloephaga picta,Anseriformes,Anatidae,"Ducks, Geese, Swans",Upland Goose,leucoptera
Chloephaga hybrida,Anseriformes,Anatidae,"Ducks, Geese, Swans",Kelp Goose,leucoptera
Chloephaga hybrida,Anseriformes,Anatidae,"Ducks, Geese, Swans",Kelp Goose,hybrida
Chloephaga hybrida,Anseriformes,Anatidae,"Ducks, Geese, Swans",Kelp Goose,malvinarum
Chloephaga poliocephala,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ashy-headed Goose,malvinarum
Chloephaga rubidiceps,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ruddy-headed Goose,malvinarum
Radjah rubidiceps,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ruddy-headed Goose,malvinarum
Radjah radjah,Anseriformes,Anatidae,"Ducks, Geese, Swans",Radjah Shelduck,malvinarum
Radjah radjah,Anseriformes,Anatidae,"Ducks, Geese, Swans",Radjah Shelduck,radjah
Radjah radjah,Anseriformes,Anatidae,"Ducks, Geese, Swans",Radjah Shelduck,rufitergum
Tadorna radjah,Anseriformes,Anatidae,"Ducks, Geese, Swans",Radjah Shelduck,rufitergum
Tadorna tadorna,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Shelduck,rufitergum
Tadorna ferruginea,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ruddy Shelduck,rufitergum
Tadorna cana,Anseriformes,Anatidae,"Ducks, Geese, Swans",South African Shelduck,rufitergum
Tadorna tadornoides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Australian Shelduck,rufitergum
Tadorna variegata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Paradise Shelduck,rufitergum
Tadorna cristata †,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Shelduck,rufitergum
Malacorhynchus cristata †,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Shelduck,rufitergum
Malacorhynchus membranaceus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pink-eared Duck,rufitergum
Salvadorina membranaceus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pink-eared Duck,rufitergum
Salvadorina waigiuensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Salvadori's Teal,rufitergum
Cairina waigiuensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Salvadori's Teal,rufitergum
Cairina moschata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Muscovy Duck,rufitergum
Asarcornis moschata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Muscovy Duck,rufitergum
Asarcornis scutulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-winged Duck,rufitergum
Pteronetta scutulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-winged Duck,rufitergum
Pteronetta hartlaubii,Anseriformes,Anatidae,"Ducks, Geese, Swans",Hartlaub's Duck,rufitergum
Aix hartlaubii,Anseriformes,Anatidae,"Ducks, Geese, Swans",Hartlaub's Duck,rufitergum
Aix sponsa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Wood Duck,rufitergum
Aix galericulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mandarin Duck,rufitergum
Chenonetta galericulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mandarin Duck,rufitergum
Chenonetta jubata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Maned Duck,rufitergum
Nettapus jubata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Maned Duck,rufitergum
Nettapus auritus,Anseriformes,Anatidae,"Ducks, Geese, Swans",African Pygmy Goose,rufitergum
Nettapus coromandelianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cotton Pygmy Goose,rufitergum
Nettapus coromandelianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cotton Pygmy Goose,coromandelianus
Nettapus coromandelianus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cotton Pygmy Goose,albipennis
Nettapus pulchellus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Green Pygmy Goose,albipennis
Amazonetta pulchellus,Anseriformes,Anatidae,"Ducks, Geese, Swans",Green Pygmy Goose,albipennis
Amazonetta brasiliensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Brazilian Teal,albipennis
Amazonetta brasiliensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Brazilian Teal,brasiliensis
Amazonetta brasiliensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Brazilian Teal,ipecutiri
Callonetta brasiliensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Brazilian Teal,ipecutiri
Callonetta leucophrys,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ringed Teal,ipecutiri
Lophonetta leucophrys,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ringed Teal,ipecutiri
Lophonetta specularioides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Duck,ipecutiri
Lophonetta specularioides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Duck,alticola
Lophonetta specularioides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Duck,specularioides
Speculanas specularioides,Anseriformes,Anatidae,"Ducks, Geese, Swans",Crested Duck,specularioides
Speculanas specularis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bronze-winged Duck,specularioides
Sibirionetta specularis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bronze-winged Duck,specularioides
Sibirionetta formosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Baikal Teal,specularioides
Spatula formosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Baikal Teal,specularioides
Spatula querquedula,Anseriformes,Anatidae,"Ducks, Geese, Swans",Garganey,specularioides
Spatula hottentota,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue-billed Teal,specularioides
Spatula puna,Anseriformes,Anatidae,"Ducks, Geese, Swans",Puna Teal,specularioides
Spatula versicolor,Anseriformes,Anatidae,"Ducks, Geese, Swans",Silver Teal,specularioides
Spatula versicolor,Anseriformes,Anatidae,"Ducks, Geese, Swans",Silver Teal,versicolor
Spatula versicolor,Anseriformes,Anatidae,"Ducks, Geese, Swans",Silver Teal,fretensis
Spatula platalea,Anseriformes,Anatidae,"Ducks, Geese, Swans",Red Shoveler,fretensis
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,fretensis
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,septentrionalium
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,tropica
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,borreroi
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,orinoma
Spatula cyanoptera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cinnamon Teal,cyanoptera
Spatula discors,Anseriformes,Anatidae,"Ducks, Geese, Swans",Blue-winged Teal,cyanoptera
Spatula smithii,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cape Shoveler,cyanoptera
Spatula rhynchotis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Australasian Shoveler,cyanoptera
Spatula clypeata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Northern Shoveler,cyanoptera
Mareca clypeata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Northern Shoveler,cyanoptera
Mareca strepera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Gadwall,cyanoptera
Mareca strepera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Gadwall,strepera
Mareca strepera,Anseriformes,Anatidae,"Ducks, Geese, Swans",Gadwall,couesi †
Mareca falcata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Falcated Duck,couesi †
Mareca penelope,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eurasian Wigeon,couesi †
Mareca sibilatrix,Anseriformes,Anatidae,"Ducks, Geese, Swans",Chiloe Wigeon,couesi †
Mareca americana,Anseriformes,Anatidae,"Ducks, Geese, Swans",American Wigeon,couesi †
Mareca marecula ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Amsterdam Wigeon,couesi †
Anas marecula ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Amsterdam Wigeon,couesi †
Anas sparsa,Anseriformes,Anatidae,"Ducks, Geese, Swans",African Black Duck,couesi †
Anas sparsa,Anseriformes,Anatidae,"Ducks, Geese, Swans",African Black Duck,leucostigma
Anas sparsa,Anseriformes,Anatidae,"Ducks, Geese, Swans",African Black Duck,sparsa
Anas undulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Duck,sparsa
Anas undulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Duck,ruppelli
Anas undulata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Duck,undulata
Anas melleri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Meller's Duck,undulata
Anas superciliosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pacific Black Duck,undulata
Anas superciliosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pacific Black Duck,superciliosa
Anas superciliosa,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pacific Black Duck,pelewensis
Anas laysanensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Laysan Duck,pelewensis
Anas wyvilliana,Anseriformes,Anatidae,"Ducks, Geese, Swans",Hawaiian Duck,pelewensis
Anas luzonica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Philippine Duck,pelewensis
Anas poecilorhyncha,Anseriformes,Anatidae,"Ducks, Geese, Swans",Indian Spot-billed Duck,pelewensis
Anas poecilorhyncha,Anseriformes,Anatidae,"Ducks, Geese, Swans",Indian Spot-billed Duck,poecilorhyncha
Anas poecilorhyncha,Anseriformes,Anatidae,"Ducks, Geese, Swans",Indian Spot-billed Duck,haringtoni
Anas zonorhyncha,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eastern Spot-billed Duck,haringtoni
Anas platyrhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mallard,haringtoni
Anas platyrhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mallard,platyrhynchos
Anas platyrhynchos,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mallard,conboschas
Anas fulvigula,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mottled Duck,conboschas
Anas fulvigula,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mottled Duck,fulvigula
Anas fulvigula,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mottled Duck,maculosa
Anas rubripes,Anseriformes,Anatidae,"Ducks, Geese, Swans",American Black Duck,maculosa
Anas diazi,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mexican Duck,maculosa
Anas capensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Cape Teal,maculosa
Anas bahamensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-cheeked Pintail,maculosa
Anas bahamensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-cheeked Pintail,bahamensis
Anas bahamensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-cheeked Pintail,rubrirostris
Anas bahamensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",White-cheeked Pintail,galapagensis
Anas erythrorhyncha,Anseriformes,Anatidae,"Ducks, Geese, Swans",Red-billed Teal,galapagensis
Anas georgica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Pintail,galapagensis
Anas georgica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Pintail,niceforoi †
Anas georgica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Pintail,spinicauda
Anas georgica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Pintail,georgica
Anas eatoni,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eaton's Pintail,georgica
Anas eatoni,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eaton's Pintail,drygalskii
Anas eatoni,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eaton's Pintail,eatoni
Anas acuta,Anseriformes,Anatidae,"Ducks, Geese, Swans",Northern Pintail,eatoni
Anas crecca,Anseriformes,Anatidae,"Ducks, Geese, Swans",Eurasian Teal,eatoni
Anas carolinensis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Green-winged Teal,eatoni
Anas flavirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Teal,eatoni
Anas flavirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Teal,oxyptera
Anas flavirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Yellow-billed Teal,flavirostris
Anas andium,Anseriformes,Anatidae,"Ducks, Geese, Swans",Andean Teal,flavirostris
Anas andium,Anseriformes,Anatidae,"Ducks, Geese, Swans",Andean Teal,altipetens
Anas andium,Anseriformes,Anatidae,"Ducks, Geese, Swans",Andean Teal,andium
Anas gibberifrons,Anseriformes,Anatidae,"Ducks, Geese, Swans",Sunda Teal,andium
Anas albogularis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Andaman Teal,andium
Anas theodori ††,Anseriformes,Anatidae,"Ducks, Geese, Swans",Mascarene Teal,andium
Anas gracilis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Grey Teal,andium
Anas gracilis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Grey Teal,gracilis
Anas gracilis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Grey Teal,remissa †
Anas castanea,Anseriformes,Anatidae,"Ducks, Geese, Swans",Chestnut Teal,remissa †
Anas bernieri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Bernier's Teal,remissa †
Anas chlorotis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Brown Teal,remissa †
Anas aucklandica,Anseriformes,Anatidae,"Ducks, Geese, Swans",Auckland Teal,remissa †
Anas nesiotis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Campbell Teal,remissa †
Marmaronetta nesiotis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Campbell Teal,remissa †
Marmaronetta angustirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Marbled Duck,remissa †
Rhodonessa † angustirostris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Marbled Duck,remissa †
Rhodonessa † caryophyllacea †,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pink-headed Duck,remissa †
Netta caryophyllacea †,Anseriformes,Anatidae,"Ducks, Geese, Swans",Pink-headed Duck,remissa †
Netta rufina,Anseriformes,Anatidae,"Ducks, Geese, Swans",Red-crested Pochard,remissa †
Netta peposaca,Anseriformes,Anatidae,"Ducks, Geese, Swans",Rosy-billed Pochard,remissa †
Netta erythrophthalma,Anseriformes,Anatidae,"Ducks, Geese, Swans",Southern Pochard,remissa †
Netta erythrophthalma,Anseriformes,Anatidae,"Ducks, Geese, Swans",Southern Pochard,brunnea
Netta erythrophthalma,Anseriformes,Anatidae,"Ducks, Geese, Swans",Southern Pochard,erythrophthalma
Aythya erythrophthalma,Anseriformes,Anatidae,"Ducks, Geese, Swans",Southern Pochard,erythrophthalma
Aythya valisineria,Anseriformes,Anatidae,"Ducks, Geese, Swans",Canvasback,erythrophthalma
Aythya americana,Anseriformes,Anatidae,"Ducks, Geese, Swans",Redhead,erythrophthalma
Aythya ferina,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Pochard,erythrophthalma
Aythya australis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Hardhead,erythrophthalma
Aythya innotata,Anseriformes,Anatidae,"Ducks, Geese, Swans",Madagascar Pochard,erythrophthalma
Aythya baeri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Baer's Pochard,erythrophthalma
Aythya nyroca,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ferruginous Duck,erythrophthalma
Aythya novaeseelandiae,Anseriformes,Anatidae,"Ducks, Geese, Swans",New Zealand Scaup,erythrophthalma
Aythya collaris,Anseriformes,Anatidae,"Ducks, Geese, Swans",Ring-necked Duck,erythrophthalma
Aythya fuligula,Anseriformes,Anatidae,"Ducks, Geese, Swans",Tufted Duck,erythrophthalma
Aythya marila,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater Scaup,erythrophthalma
Aythya marila,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater Scaup,marila
Aythya marila,Anseriformes,Anatidae,"Ducks, Geese, Swans",Greater Scaup,nearctica
Aythya affinis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Lesser Scaup,nearctica
Polysticta affinis,Anseriformes,Anatidae,"Ducks, Geese, Swans",Lesser Scaup,nearctica
Polysticta stelleri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Steller's Eider,nearctica
Somateria stelleri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Steller's Eider,nearctica
Somateria fischeri,Anseriformes,Anatidae,"Ducks, Geese, Swans",Spectacled Eider,nearctica
Somateria spectabilis,Anseriformes,Anatidae,"Ducks, Geese, Swans",King Eider,nearctica
Somateria mollissima,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Eider,nearctica
Somateria mollissima,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Eider,v-nigrum
Somateria mollissima,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Eider,borealis
Somateria mollissima,Anseriformes,Anatidae,"Ducks, Geese, Swans",Common Eider,sedentaria
